TransMem v7 — Source->Destination Centroid Routing Trace
==========================================================================================
Probe tokens (290):
  'The' ' central' ' bank' ' raised' ' interest' ' rates' ' by' ' 25' ' basis' ' points'
  ' on' ' Thursday' ',' ' its' ' seventh' ' consecutive' ' increase' ',' ' citing'
  ' persistent' ' inflation' 'ary' ' pressure' ' across' ' energy' ' and' ' food'
  ' sectors' '.' ' Markets' ' had' ' largely' ' priced' ' in' ' the' ' move' ','
  ' though' ' the' ' accompanying' ' statement' ' surprised' ' analysts' ' by'
  ' signalling' ' a' ' potential' ' pause' ' in' ' June' '.' ' The' ' benchmark' ' ten'
  '-' 'year' ' yield' ' rose' ' four' ' basis' ' points' ' to' ' 4' '.' '31' ' percent'
  ' shortly' ' after' ' the' ' announcement' '.' ' ' ' The' ' prime' ' minister'
  ' addressed' ' parliament' ' on' ' Tuesday' ',' ' defending' ' the' ' government' "'s"
  ' proposed' ' reforms' ' to' ' the' ' healthcare' ' system' '.' ' Opposition'
  ' leaders' ' criticised' ' the' ' plan' ' as' ' under' 'funded' ' and' ' poorly'
  ' timed' ',' ' arguing' ' that' ' frontline' ' workers' ' had' ' not' ' been'
  ' consulted' '.' ' Several' ' back' 'ben' 'chers' ' from' ' the' ' ruling' ' coalition'
  ' also' ' expressed' ' reservations' ',' ' threatening' ' to' ' vote' ' against' ' the'
  ' bill' ' unless' ' amendments' ' were' ' introduced' ' before' ' the' ' final'
  ' reading' '.' ' ' ' Voters' ' in' ' three' ' swing' ' states' ' will' ' head' ' to'
  ' the' ' polls' ' next' ' month' ' in' ' what' ' analysts' ' describe' ' as' ' a'
  ' bell' 'w' 'ether' ' for' ' the' ' national' ' election' '.' ' Poll' 'ing' ' data'
  ' suggests' ' a' ' tight' ' race' ',' ' with' ' neither' ' candidate' ' holding' ' a'
  ' decisive' ' lead' ' outside' ' the' ' margin' ' of' ' error' '.' ' Campaign'
  ' strateg' 'ists' ' on' ' both' ' sides' ' have' ' shifted' ' resources' ' toward'
  ' rural' ' districts' ',' ' where' ' turnout' ' could' ' prove' ' decisive' '.'
  ' Meanwhile' ',' ' independent' ' candidates' ' continue' ' to' ' draw' ' support'
  ' from' ' younger' ' voters' ' disillusion' 'ed' ' with' ' the' ' two' ' major'
  ' parties' '.' ' ' ' The' ' foreign' ' minister' ' met' ' with' ' her' ' counterparts'
  ' from' ' six' ' neighbouring' ' countries' ' to' ' discuss' ' a' ' regional' ' trade'
  ' agreement' ' that' ' has' ' been' ' stalled' ' for' ' over' ' two' ' years' '.'
  ' Neg' 'oti' 'ators' ' cited' ' disagreements' ' over' ' agricultural' ' tariffs'
  ' and' ' intellectual' ' property' ' protections' ' as' ' the' ' primary' ' obstacles'
  '.' ' A' ' joint' ' commun' 'ique' ' issued' ' after' ' the' ' talks' ' described'
  ' the' ' discussions' ' as' ' constructive' ' but' ' acknowledged' ' that'
  ' significant' ' differences' ' remain' ' unresolved' '.'
==========================================================================================

==========================================================================================
BLOCK 0  (unique src: 31/128  unique dst: 16/128  self-routes: 2/290)
==========================================================================================
Token             POS     Src  SrcH  Top3-Src       Dst  DstH  Top3-Dst      Dir
' back'           X        16  4.47  16,117,14       81  1.93  81,55,74      ->
'ben'             X        16  4.48  16,13,14        55  2.33  55,81,124     ->
'chers'           X        16  4.45  16,14,27        81  1.66  81,55,74      ->
' from'           ADP      16  4.47  16,61,102       55  1.98  55,81,74      ->
' the'            DET      16  4.40  16,87,106       81  1.76  81,55,124     ->
' ruling'         VERB     16  4.49  16,37,102       55  2.18  55,81,124     ->
' coalition'      NOUN     16  4.51  16,14,3         81  2.16  81,55,124     ->
' also'           ADV      15  4.49  15,16,106       81  1.88  81,103,55     ->
' expressed'      VERB     16  4.50  16,37,102       81  2.26  81,75,55      ->
' reservations'   NOUN     16  4.49  16,27,3         81  2.15  81,55,124     ->
','               PUNCT    16  4.42  16,106,14       81  0.30  81,39,98      ->
' threatening'    VERB     16  4.49  16,102,37       81  2.23  81,55,74      ->
' to'             ADP      95  4.42  95,16,106       81  1.70  81,124,103    ->
' vote'           VERB     16  4.51  16,102,3        81  2.33  81,55,124     ->
' against'        ADP      16  4.49  16,61,102       81  2.17  81,55,74      ->
' the'            DET      87  4.43  87,16,106       81  1.80  81,55,124     ->
' bill'           NOUN     16  4.49  16,3,102        81  2.14  81,55,74      ->
' unless'         ADP      53  4.52  53,16,102       55  2.30  55,74,81      ->
' amendments'     NOUN     16  4.48  16,27,3         81  2.25  81,55,124     ->
' were'           VERB     16  4.49  16,67,102       81  2.03  81,55,124     ->
' introduced'     VERB     16  4.50  16,102,37       81  2.18  81,55,124     ->
' before'         ADP     110  4.51  110,16,102      55  2.45  55,81,74      ->
' the'            DET      87  4.44  87,16,106       81  1.84  81,55,74      ->
' final'          ADJ      16  4.50  16,71,102       81  2.02  81,55,124     ->
' reading'        NOUN     16  4.52  16,102,3        81  2.24  81,55,74      ->
'.'               PUNCT   106  4.48  106,16,14       81  0.54  81,74,98      ->
' '               SPACE    16  4.59  16,68,106       81  2.25  81,103,74     ->
' Voters'         NOUN     14  4.49  14,16,62        81  2.24  81,55,124     ->
' in'             ADP      16  4.45  16,38,106       81  1.83  81,55,74      ->
' three'          NUM      33  4.41  33,35,16        81  2.29  81,55,74      ->
' swing'          VERB     16  4.56  16,102,3        81  2.39  81,55,124     ->
' states'         NOUN     16  4.51  16,14,27        81  2.18  81,55,103     ->
' will'           AUX      16  4.52  16,70,102       81  2.03  81,55,124     ->
' head'           VERB     16  4.55  16,14,102       81  2.25  81,55,124     ->
' to'             ADP      95  4.45  95,16,106       81  1.49  81,124,103    ->
' the'            DET      87  4.45  87,16,106       81  1.74  81,55,124     ->
' polls'          NOUN     16  4.54  16,27,14        81  2.12  81,55,124     ->
' next'           ADJ      16  4.55  16,83,14         2  1.90  2,81,103      ->
' month'          NOUN    123  4.43  123,16,14       81  1.89  81,55,124     ->
' in'             ADP      38  4.46  38,16,61        81  1.77  81,55,74      ->
' what'           PRON     18  4.50  18,16,14        81  2.40  81,55,103     ->
' analysts'       NOUN     14  4.48  14,16,27        81  2.09  81,55,103     ->
' describe'       VERB     37  4.55  37,16,102       74  2.41  74,55,81      ->
' as'             ADP      52  4.48  52,16,102       81  2.05  81,55,124     ->
' a'              DET      87  4.50  87,16,106       81  1.88  81,55,124     ->
' bell'           X        16  4.55  16,3,123       124  2.40  124,81,7      ->
'w'               X        16  4.56  16,13,68        81  1.93  81,55,124     ->
'ether'           X        13  4.55  13,16,102       81  2.08  81,55,124     ->
' for'            ADP      61  4.51  61,16,102       55  1.82  55,81,124     ->
' the'            DET      87  4.45  87,16,106       81  1.71  81,55,124     ->
' national'       ADJ      32  4.48  32,16,88        81  2.23  81,55,103     ->
' election'       NOUN     16  4.53  16,3,123        81  2.01  81,55,124     ->
'.'               PUNCT   106  4.50  106,16,14       81  0.48  81,74,98      ->
' Poll'           X        16  4.57  16,44,54        81  2.54  81,55,124     ->
'ing'             X        16  4.53  16,13,106       81  1.47  81,55,124     ->
' data'           NOUN     16  4.55  16,3,14         81  2.07  81,55,124     ->
' suggests'       VERB     37  4.52  37,16,106       81  2.17  81,55,74      ->
' a'              DET      87  4.51  87,16,106       81  1.84  81,55,124     ->
' tight'          ADJ      71  4.57  71,16,102       55  2.64  55,124,7      ->
' race'           NOUN      3  4.55  3,16,14         81  2.13  81,55,124     ->
','               PUNCT   106  4.50  106,16,61       81  0.25  81,39,98      ->
' with'           ADP      61  4.53  61,16,102       81  1.93  81,55,124     ->
' neither'        DET      15  4.57  15,16,33        40  1.78  40,81,124     ->
' candidate'      NOUN     14  4.53  14,16,3         81  2.03  81,55,124     ->
' holding'        VERB    102  4.55  102,16,3        81  1.75  81,55,124     ->
' a'              DET      87  4.51  87,16,106       81  1.68  81,55,124     ->
' decisive'       ADJ      71  4.54  71,16,102       81  2.09  81,55,124     ->
' lead'           NOUN    102  4.55  102,3,16        55  2.00  55,81,124     ->
' outside'        ADP     102  4.57  102,16,14       81  2.31  81,55,124     ->
' the'            DET      87  4.47  87,16,106       81  1.66  81,55,124     ->
' margin'         NOUN      3  4.57  3,16,102        81  2.32  81,55,75      ->
' of'             ADP      61  4.47  61,16,106       81  0.74  81,124,103    ->
' error'          NOUN      3  4.56  3,102,16        81  2.06  81,55,74      ->
'.'               PUNCT   106  4.51  106,16,14       81  0.50  81,74,98      ->
' Campaign'       PROPN     3  4.57  3,16,14         81  2.17  81,55,103     ->
' strateg'        X        10  4.57  10,16,14        81  2.34  81,36,55      ->
'ists'            X        14  4.51  14,27,16        81  1.83  81,55,74      ->
' on'             ADP      61  4.55  61,16,106       81  1.54  81,55,124     ->
' both'           DET      33  4.57  33,16,106       81  2.36  81,124,55     ->
' sides'          NOUN     14  4.54  14,27,16        81  2.13  81,55,124     ->
' have'           VERB     67  4.55  67,106,16       81  1.75  81,55,74      ->
' shifted'        VERB    102  4.58  102,3,16        81  2.14  81,55,124     ->
' resources'      NOUN     27  4.54  27,3,14         81  1.80  81,55,124     ->
' toward'         ADP      61  4.56  61,106,16       81  2.00  81,55,124     ->
' rural'          ADJ      32  4.55  32,14,71        81  2.11  81,55,124     ->
' districts'      NOUN     27  4.53  27,14,16        81  2.01  81,55,124     ->
','               PUNCT   106  4.52  106,16,61       81  0.27  81,39,98      ->
' where'          ADV      53  4.56  53,106,102      81  2.21  81,55,124     ->
' turnout'        NOUN      3  4.57  3,14,102        81  2.03  81,55,124     ->
' could'          AUX      70  4.53  70,102,106      81  2.31  81,55,124     ->
' prove'          VERB     37  4.59  37,102,16       55  2.49  55,81,7       ->
' decisive'       ADJ      71  4.57  71,102,3        81  2.22  81,55,124     ->
'.'               PUNCT   106  4.52  106,16,61       81  0.56  81,74,98      ->
' Meanwhile'      ADV      15  4.58  15,106,102      81  2.36  81,55,74      ->
','               PUNCT   106  4.53  106,16,61       81  0.39  81,39,98      ->
' independent'    ADJ      14  4.55  14,71,102       81  2.06  81,55,124     ->
' candidates'     NOUN     14  4.54  14,27,106       81  1.88  81,55,103     ->
' continue'       VERB     15  4.59  15,102,106      81  2.13  81,55,74      ->
' to'             ADP      95  4.49  95,106,61       81  1.58  81,124,103    ->
' draw'           VERB    102  4.59  102,3,106       81  1.80  81,55,124     ->
' support'        NOUN    102  4.56  102,3,106       81  1.96  81,55,124     ->
' from'           ADP      61  4.57  61,106,102      55  2.05  55,81,124     ->
' younger'        ADJ      14  4.60  14,102,71       81  2.30  81,55,124     ->
' voters'         NOUN     14  4.53  14,27,62        81  1.84  81,55,124     ->
' disillusion'    X         3  4.61  3,102,14         6  2.70  6,55,36       ->
'ed'              X       102  4.58  102,13,106      81  1.70  81,55,124     ->
' with'           ADP      61  4.57  61,106,102      81  1.91  81,55,124     ->
' the'            DET      87  4.50  87,106,62       81  1.65  81,55,124     ->
' two'            NUM      33  4.49  33,35,14        81  2.24  81,55,103     ->
' major'          ADJ      71  4.56  71,33,14        81  1.95  81,124,55     ->
' parties'        NOUN     14  4.53  14,27,3         81  1.96  81,55,124     ->
'.'               PUNCT   106  4.53  106,16,61       81  0.52  81,74,39      ->
' '               SPACE   106  4.63  106,68,10       81  2.15  81,103,74     ->
' The'            DET      87  4.56  87,106,62       81  2.01  81,55,74      ->
' foreign'        ADJ      32  4.59  32,88,14        81  2.33  81,124,55     ->
' minister'       NOUN     14  4.57  14,106,13       81  1.98  81,55,124     ->
' met'            VERB    102  4.60  102,14,37       55  2.16  55,81,124     ->
' with'           ADP      61  4.58  61,106,102      81  1.85  81,55,124     ->
' her'            PRON     62  4.57  62,106,14       81  2.01  81,55,124     ->
' counterparts'   NOUN     14  4.56  14,27,106       81  2.09  81,55,124     ->
' from'           ADP      61  4.58  61,106,102      55  1.98  55,81,124     ->
' six'            NUM      33  4.49  33,35,106       55  2.20  55,81,74      ->
' neighbouring'   VERB    102  4.57  102,14,106      81  2.13  81,55,6       ->
' countries'      NOUN     27  4.55  27,14,88        81  2.17  81,55,103     ->
' to'             ADP      95  4.52  95,106,61       81  1.37  81,124,103    ->
' discuss'        VERB     37  4.58  37,102,106      81  2.20  81,55,74      ->
' a'              DET      87  4.54  87,106,102      81  1.77  81,55,124     ->
' regional'       ADJ      32  4.55  32,88,3         81  2.01  81,55,124     ->
' trade'          NOUN      3  4.60  3,102,121       81  2.15  81,55,74      ->
' agreement'      NOUN      3  4.58  3,102,37        81  2.05  81,55,124     ->
' that'           DET      82  4.51  82,106,3        81  1.93  81,55,74      ->
' has'            VERB     67  4.57  67,106,102      81  1.81  81,55,124     ->
' been'           VERB     67  4.57  67,102,106      81  2.07  81,55,124     ->
' stalled'        VERB    102  4.59  102,3,106       81  1.99  81,55,124     ->
' for'            ADP      61  4.58  61,106,102      55  1.88  55,81,124     ->
' over'           ADP      61  4.60  61,102,77       81  2.30  81,55,124     ->
' two'            NUM      33  4.51  33,35,106       81  2.24  81,55,103     ->
' years'          NOUN    123  4.55  123,27,3        81  2.11  81,55,124     ->
'.'               PUNCT   106  4.54  106,61,102      81  0.57  81,74,55      ->
' Neg'            X        10  4.62  10,3,106        55  2.57  55,119,7      ->
'oti'             X        13  4.62  13,106,3        81  2.28  81,55,36      ->
'ators'           X        14  4.56  14,27,13        81  1.88  81,55,124     ->
' cited'          VERB     37  4.60  37,102,106      55  1.90  55,81,74      ->
' disagreements'  NOUN     27  4.59  27,3,106        81  2.17  81,55,124     ->
' over'           ADP      61  4.63  61,106,77       81  2.29  81,55,103     ->
' agricultural'   ADJ      32  4.59  32,121,3        81  2.08  81,55,124     ->
' tariffs'        NOUN     27  4.61  27,3,14         81  2.24  81,55,124     ->
' and'            CCONJ    43  4.50  43,106,102      81  1.11  81,124,103    ->
' intellectual'   ADJ      32  4.61  32,71,106       55  2.53  55,81,122     ->
' property'       NOUN    121  4.61  121,3,106       55  2.09  55,81,124     ->
' protections'    NOUN     27  4.61  27,3,102        55  1.98  55,81,124     ->
' as'             ADP      52  4.56  52,106,61       81  2.03  81,55,124     ->
' the'            DET      87  4.52  87,106,61       81  1.66  81,55,124     ->
' primary'        ADJ       3  4.62  3,71,102        81  2.02  81,55,124     ->
' obstacles'      NOUN     27  4.60  27,3,106        55  2.16  55,81,74      ->
'.'               PUNCT   106  4.55  106,61,102      81  0.60  81,74,98      ->
' A'              DET      87  4.61  87,106,62       55  2.21  55,74,81      ->
' joint'          ADJ     102  4.63  102,71,106      81  2.30  81,55,124     ->
' commun'         X        10  4.63  10,3,106        36  2.31  36,81,55      ->
'ique'            X        13  4.61  13,106,3        55  1.84  55,81,124     ->
' issued'         VERB    102  4.62  102,37,106      81  2.10  81,55,124     ->
' after'          ADP     110  4.56  110,106,61      81  2.49  81,55,74      ->
' the'            DET      87  4.52  87,106,61       81  1.72  81,55,124     ->
' talks'          NOUN     27  4.60  27,3,60         55  2.21  55,81,124     ->
' described'      VERB     37  4.61  37,106,102      81  2.33  81,55,74      ->
' the'            DET      87  4.51  87,106,61       81  1.86  81,55,124     ->
' discussions'    NOUN     27  4.59  27,3,106        81  2.19  81,55,124     ->
' as'             ADP      52  4.58  52,106,61       81  2.00  81,55,124     ->
' constructive'   ADJ      71  4.60  71,106,32       81  2.33  81,55,124     ->
' but'            CCONJ     1  4.52  1,106,43        81  1.89  81,55,103     ->
' acknowledged'   VERB     37  4.58  37,106,102      81  2.06  81,55,103     ->
' that'           DET      82  4.54  82,106,37       81  2.02  81,74,55      ->
' significant'    ADJ      71  4.60  71,106,102      81  2.14  81,55,124     ->
' differences'    NOUN     27  4.62  27,3,106        55  2.45  55,81,124     ->
' remain'         VERB     15  4.64  15,102,67       81  2.42  81,55,103     ->
' unresolved'     ADJ     102  4.62  102,71,106      81  2.17  81,55,124     ->
'.'               PUNCT   106  4.56  106,61,87       81  0.66  81,74,25      ->

  -- Block 7 summary ----------------------
  Unique source slots  : 31 / 128
  Unique dest   slots  : 9 / 128
  Self-routes (src=dst): 0 / 290 (0.0%)
  N_eff  (src routing) : 9.52  (target >= 32;  max = 128)
  Gini   (src routing) : 0.9244  (0 = uniform, 1 = single slot)

  Top-5 source slots:
    #1  Slot  16  (141 tokens, dominant POS: NOUN):  ' bank'  ' raised'  ' interest'  ' rates'  ' by'  ' 25'  ' basis'  ' points'  ' on'  ' Thursday'
    #2  Slot  87  ( 15 tokens, dominant POS: DET):  ' the'  ' a'  ' The'  ' A'
    #3  Slot  14  ( 14 tokens, dominant POS: NOUN):  ' workers'  ' Voters'  ' analysts'  ' candidate'  'ists'  ' sides'  ' independen  ' candidates  ' younger'  ' voters'
    #4  Slot 102  ( 13 tokens, dominant POS: VERB):  ' holding'  ' lead'  ' outside'  ' shifted'  ' draw'  ' support'  'ed'  ' met'  ' neighbouri  ' stalled'
    #5  Slot 106  ( 12 tokens, dominant POS: PUNCT):  '.'  ','  ' '

  Top-5 destination slots:
    #1  Slot  81  (242 tokens):  ' central'  ' raised'  ' interest'  ' rates'  ' by'  ' 25'  ' basis'  ' points'  ' on'  ','
    #2  Slot  55  ( 38 tokens):  ' Thursday'  ' citing'  ' pressure'  ' food'  ' though'  ' statement'  ' June'  ' ten'  ' yield'  ' four'
    #3  Slot  74  (  3 tokens):  ' criticised  ' arguing'  ' describe'
    #4  Slot 124  (  2 tokens):  ' bank'  ' bell'
    #5  Slot  23  (  1 tokens):  'The'

  OK  No collapse detected (top slot = 48.6%)

==========================================================================================
BLOCK 8  (unique src: 3/128  unique dst: 18/128  self-routes: 0/290)
==========================================================================================
Token             POS     Src  SrcH  Top3-Src       Dst  DstH  Top3-Dst      Dir
--------------------------------------------------------------------------------
'The'             DET      74  0.00  74,57,53        71  1.98  71,120,24     ->
' central'        ADJ      57  4.58  57,74,13       107  2.93  107,86,97     ->
' bank'           NOUN     57  4.59  57,74,38       107  2.82  107,86,99     ->
' raised'         VERB     57  4.56  57,50,55       113  2.67  113,107,1     ->
' interest'       NOUN     57  4.58  57,50,55        99  2.64  99,107,113    ->
' rates'          NOUN     57  4.54  57,23,29        99  2.69  99,107,113    ->
' by'             ADP      57  4.51  57,55,69       107  3.03  107,116,113   ->
' 25'             NUM      57  4.47  57,121,50      107  2.70  107,116,97    ->
' basis'          NOUN     57  4.51  57,50,55       107  2.93  107,86,99     ->
' points'         NOUN     57  4.50  57,50,55       113  2.98  113,107,72    ->
' on'             ADP      57  4.47  57,55,69       107  2.89  107,113,116   ->
' Thursday'       PROPN    57  4.46  57,88,45       107  2.96  107,116,97    ->
','               PUNCT    57  4.33  57,50,55       116  2.75  116,107,110   ->
' its'            PRON     57  4.38  57,45,55       113  3.00  113,107,84    ->
' seventh'        ADJ      57  4.40  57,21,45       107  2.99  107,113,84    ->
' consecutive'    ADJ      57  4.44  57,120,55      107  2.93  107,113,97    ->
' increase'       NOUN     57  4.41  57,50,120        1  2.71  1,83,113      ->
','               PUNCT    57  4.21  57,50,55       116  2.66  116,107,68    ->
' citing'         VERB     57  4.37  57,50,55       107  2.80  107,113,1     ->
' persistent'     ADJ      57  4.33  57,50,55       107  3.06  107,86,68     ->
' inflation'      X        57  4.33  57,58,34        86  3.10  86,107,113    ->
'ary'             X        57  4.36  57,50,34       107  3.02  107,68,113    ->
' pressure'       NOUN     57  4.33  57,50,55       107  2.88  107,113,86    ->
' across'         ADP      57  4.30  57,50,39       107  2.97  107,113,116   ->
' energy'         NOUN     57  4.24  57,58,50       107  3.05  107,68,113    ->
' and'            CCONJ    57  4.15  57,55,50       107  2.77  107,116,68    ->
' food'           NOUN     57  4.24  57,58,92       113  3.06  113,107,86    ->
' sectors'        NOUN     57  4.25  57,58,50       113  3.14  113,99,2      ->
'.'               PUNCT    57  3.92  57,55,59        71  2.09  71,10,95      ->
' Markets'        NOUN     57  4.20  57,58,55        51  2.79  51,118,113    ->
' had'            VERB     57  4.06  57,55,58       113  2.75  113,107,1     ->
' largely'        ADV      57  4.10  57,102,45      116  2.89  116,1,113     ->
' priced'         VERB     57  4.14  57,120,55      113  2.86  113,107,84    ->
' in'             ADP      57  3.91  57,55,58       107  2.73  107,116,113   ->
' the'            DET      57  3.96  57,55,58       107  2.89  107,84,113    ->
' move'           NOUN     57  4.07  57,58,55       107  2.85  107,113,86    ->
','               PUNCT    57  3.69  57,55,58       116  2.48  116,107,110   ->
' though'         ADP      57  4.01  57,45,102      107  2.71  107,113,1     ->
' the'            DET      57  3.86  57,55,58       107  2.74  107,84,113    ->
' accompanying'   VERB     57  3.88  57,58,55       107  2.80  107,113,66    ->
' statement'      NOUN     57  3.92  57,50,55       107  2.87  107,113,86    ->
' surprised'      VERB     57  3.92  57,58,102      113  2.81  113,107,1     ->
' analysts'       NOUN     57  3.87  57,55,45        84  3.07  84,107,113    ->
' by'             ADP      57  3.81  57,55,58       107  2.81  107,113,116   ->
' signalling'     VERB     57  3.98  57,58,55       107  3.22  107,86,113    ->
' a'              DET      57  3.82  57,55,58       107  2.93  107,84,113    ->
' potential'      ADJ      57  3.93  57,58,55       107  3.15  107,86,66     ->
' pause'          NOUN     57  3.84  57,55,58       107  3.11  107,113,86    ->
' in'             ADP      57  3.57  57,55,58       107  2.91  107,116,66    ->
' June'           PROPN    57  3.76  57,55,58       116  3.07  116,107,68    ->
'.'               PUNCT    57  3.54  57,55,58        71  2.19  71,10,95      ->
' The'            DET      57  3.73  57,55,58        51  2.15  51,118,84     ->
' benchmark'      NOUN     57  3.86  57,55,58       107  2.97  107,113,86    ->
' ten'            X        57  3.70  57,55,58       107  2.98  107,116,84    ->
'-'               X        57  3.51  57,55,58       107  2.87  107,84,116    ->
'year'            X        57  3.69  57,55,58       107  2.76  107,116,113   ->
' yield'          NOUN     57  3.91  57,55,58       107  3.08  107,113,1     ->
' rose'           VERB     57  3.73  57,55,58         1  2.85  1,113,107     ->
' four'           NUM      57  3.58  57,55,58       107  2.83  107,116,113   ->
' basis'          NOUN     57  3.70  57,58,55       107  2.93  107,113,1     ->
' points'         NOUN     57  3.65  57,55,58        72  2.78  72,107,113    ->
' to'             ADP      57  3.57  57,55,58       107  2.68  107,1,113     ->
' 4'              X        57  3.54  57,55,50       107  2.83  107,116,118   ->
'.'               PUNCT    57  3.30  57,55,58        10  2.57  10,95,71      ->
'31'              X        57  3.70  57,55,58       107  2.88  107,116,84    ->
' percent'        NOUN     57  3.66  57,55,58       107  2.99  107,72,113    ->
' shortly'        ADV      57  3.76  57,55,58       107  2.94  107,113,1     ->
' after'          ADP      57  3.81  57,55,102        1  2.91  1,107,113     ->
' the'            DET      57  3.49  57,55,58       107  2.90  107,86,66     ->
' announcement'   NOUN     57  3.58  57,58,55       107  2.94  107,83,86     ->
'.'               PUNCT    57  3.29  57,55,58        10  2.41  10,71,95      ->
' '               SPACE    57  3.58  57,55,58        84  3.21  84,113,116    ->
' The'            DET      57  3.49  57,55,58        51  1.95  51,118,84     ->
' prime'          ADJ      57  3.53  57,55,58       107  2.89  107,98,86     ->
' minister'       NOUN     57  3.58  57,55,58       107  3.09  107,84,116    ->
' addressed'      VERB     57  3.46  57,55,50       113  2.67  113,1,107     ->
' parliament'     NOUN     57  3.55  57,55,58       107  3.11  107,116,2     ->
' on'             ADP      57  3.35  57,55,58       107  2.79  107,1,113     ->
' Tuesday'        PROPN    57  3.32  57,55,58       107  3.03  107,116,113   ->
','               PUNCT    57  3.10  57,55,58       116  2.62  116,107,110   ->
' defending'      VERB     57  3.51  57,55,58       113  2.75  113,107,1     ->
' the'            DET      57  3.31  57,55,58       107  2.81  107,84,113    ->
' government'     NOUN     57  3.35  57,55,26       107  2.96  107,86,113    ->
"'s"              PART     57  3.43  57,55,58       107  2.84  107,113,1     ->
' proposed'       VERB     57  3.52  57,55,50       107  3.07  107,113,1     ->
' reforms'        NOUN     57  3.58  57,55,58       113  3.15  113,107,2     ->
' to'             ADP      57  3.38  57,55,58       107  2.81  107,113,1     ->
' the'            DET      57  3.32  57,55,58       107  3.01  107,84,68     ->
' healthcare'     NOUN     57  3.51  57,58,55       107  3.10  107,2,86      ->
' system'         NOUN     57  3.53  57,55,58         2  2.89  2,107,113     ->
'.'               PUNCT    57  3.12  57,55,58        10  2.34  10,71,95      ->
' Opposition'     NOUN     57  3.44  57,55,58       118  2.97  118,51,107    ->
' leaders'        NOUN     57  3.46  57,55,58        84  3.02  84,113,107    ->
' criticised'     VERB     57  3.53  57,55,102      113  3.01  113,1,84      ->
' the'            DET      57  3.30  57,55,58       107  2.91  107,84,116    ->
' plan'           NOUN     57  3.53  57,55,58       107  3.00  107,2,113     ->
' as'             ADP      57  3.30  57,55,58       107  2.65  107,113,1     ->
' under'          X        57  3.38  57,55,58       107  2.89  107,113,66    ->
'funded'          X        57  3.33  57,55,58       107  2.93  107,113,86    ->
' and'            CCONJ    57  3.12  57,55,58       107  2.86  107,116,84    ->
' poorly'         ADV      57  3.53  57,55,58       107  3.40  107,1,113     ->
' timed'          VERB     57  3.45  57,55,58       107  3.14  107,113,84    ->
','               PUNCT    57  3.00  57,55,58       116  2.79  116,107,110   ->
' arguing'        VERB     57  3.38  57,55,58       110  2.84  110,113,1     ->
' that'           DET      57  3.21  57,55,58       107  2.71  107,110,1     ->
' frontline'      ADJ      57  3.37  57,55,58       107  2.94  107,86,113    ->
' workers'        NOUN     57  3.37  57,55,58       107  3.12  107,113,84    ->
' had'            VERB     57  3.39  57,55,58       107  2.94  107,1,113     ->
' not'            ADV      57  3.29  57,55,58       107  3.06  107,1,113     ->
' been'           VERB     57  3.24  57,55,58       107  2.89  107,113,82    ->
' consulted'      VERB     57  3.47  57,55,58       101  3.20  101,113,107   ->
'.'               PUNCT    57  3.15  57,55,58        71  2.32  71,10,95      ->
' Several'        ADJ      57  3.28  57,55,58        51  2.00  51,118,84     ->
' back'           X        57  3.15  57,55,58       107  2.88  107,113,84    ->
'ben'             X        57  3.34  57,55,58       107  2.94  107,84,116    ->
'chers'           X        57  3.53  57,55,58       107  2.88  107,84,113    ->
' from'           ADP      57  3.31  57,55,58       107  2.79  107,113,1     ->
' the'            DET      57  3.24  57,55,58       107  2.93  107,84,116    ->
' ruling'         VERB     57  3.32  57,55,58       107  2.88  107,30,113    ->
' coalition'      NOUN     57  3.45  57,55,58       107  3.02  107,2,113     ->
' also'           ADV      57  3.35  57,55,58       107  2.74  107,1,116     ->
' expressed'      VERB     57  3.43  57,55,34         1  2.95  1,113,107     ->
' reservations'   NOUN     57  3.44  57,55,58       107  3.10  107,113,72    ->
','               PUNCT    57  3.03  57,55,58       116  2.62  116,110,107   ->
' threatening'    VERB     57  3.32  57,55,58       107  2.93  107,113,110   ->
' to'             ADP      57  3.30  57,55,58       107  2.80  107,66,113    ->
' vote'           VERB     57  3.43  57,55,58       107  3.06  107,86,113    ->
' against'        ADP      57  3.43  57,55,58       107  2.94  107,83,113    ->
' the'            DET      57  3.30  57,55,58       107  3.06  107,84,86     ->
' bill'           NOUN     57  3.48  57,55,50       107  3.14  107,68,113    ->
' unless'         ADP      57  3.45  57,55,58        68  2.99  68,107,116    ->
' amendments'     NOUN     57  3.50  57,55,58       107  3.20  107,68,113    ->
' were'           VERB     57  3.42  57,55,58        82  2.93  82,107,68     ->
' introduced'     VERB     57  3.41  57,55,58        82  2.97  82,113,101    ->
' before'         ADP      57  3.45  57,55,58       107  2.99  107,68,116    ->
' the'            DET      57  3.39  57,55,58       107  3.03  107,68,84     ->
' final'          ADJ      57  3.54  57,55,58       107  3.10  107,68,86     ->
' reading'        NOUN     57  3.52  57,55,58       107  3.17  107,68,1      ->
'.'               PUNCT    57  3.24  57,55,58        10  2.40  10,71,95      ->
' '               SPACE    57  3.42  57,55,58        84  3.32  84,116,113    ->
' Voters'         NOUN     57  3.44  57,55,58       118  2.37  118,51,84     ->
' in'             ADP      57  3.14  57,55,58       107  2.84  107,116,113   ->
' three'          NUM      57  3.30  57,55,58       107  2.95  107,116,113   ->
